0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
1.8130392,-0.83539116,-0.13316298,1.048625,0.38511458,-1.0588703,0.29639798,-1.3096238,-1.6353391,2.3663363,1.0045877,-0.037116874,-0.7630549,-0.05189262,-1.2425005,0,0.001110686,0.001083602,0.001143849,0.001122122,0.000528416,0.000611459,0.000262465,0.000481896,0.001061065,0.002005323,0.00052403,0.001800617,0.001585107,0.000283692,0.13679533
1.8130392,-0.83539116,-0.13316298,1.048625,0.38511458,-1.0588703,0.29639798,-1.3096238,-1.6353391,2.3663363,1.0045877,-0.037116874,-0.7630549,-0.05189262,-1.2425005,0,0.001448838,0.001663767,0.001853836,0.00169878,0.001029495,0.001480761,0.000390219,0.00095719,0.001524884,0.003423293,0.000927875,0.001620555,0.001595908,0.000510759,0.19880135
1.8130392,-0.83539116,-0.13316298,1.048625,0.38511458,-1.0588703,0.29639798,-1.3096238,-1.6353391,2.3663363,1.0045877,-0.037116874,-0.7630549,-0.05189262,-1.2425005,0,0.001130173,0.001108114,0.001203869,0.001152666,0.000548141,0.000621281,0.000277644,0.000481896,0,0.002649875,0.001108668,0.001977774,0.001806537,0.000304486,0.1698617
1.8130392,-0.83539116,-0.13316298,1.048625,0.38511458,-1.0588703,0.29639798,-1.3096238,-1.6353391,2.3663363,1.0045877,-0.037116874,-0.7630549,-0.05189262,-1.2425005,0,0.001255173,0.000941374,0.000900298,0.000996506,0.000570634,0.000540245,0.000279541,0.000481896,0.000838686,0.001235905,0.001245325,0.001980678,0.001806537,0.000407858,0.20257528
1.8130392,-0.83539116,-0.13316298,1.048625,0.38511458,-1.0588703,0.29639798,-1.3096238,-1.6353391,2.3663363,1.0045877,-0.037116874,-0.7630549,-0.05189262,-1.2425005,0,0.11784557,0.08947351,0.08132789,0.09314496,0.06195655,0.06709346,0.050783508,0.06472588,0.001035651,0.05667437,0.06397055,0.004501541,0.001252963,0.06381997,0
1.8130392,-0.83539116,-0.13316298,1.048625,0.38511458,-1.0588703,0.29639798,-1.3096238,-1.6353391,2.3663363,1.0045877,-0.037116874,-0.7630549,-0.05189262,-1.2425005,0,1,1,0.99404764,1,0.99829537,1,0.9967328,1,0.000216025,0.9946424,0.9984614,0.004495733,0.001763329,1,0.002926343
1.8130392,-0.83539116,-0.13316298,1.048625,0.38511458,-1.0588703,0.29639798,-1.3096238,-1.6353391,2.3663363,1.0045877,-0.037116874,-0.7630549,-0.05189262,-1.2425005,0,0.12938547,0.094736665,0.08582376,0.099596575,0.061720893,0.06605963,0.050972607,0.06458725,0.22875169,0.0591907,0.064734474,0.9995978,0.2296893,0.064183876,0.015790679
1.8130392,-0.83539116,-0.13316298,1.048625,0.38511458,-1.0588703,0.29639798,-1.3096238,-1.6353391,2.3663363,1.0045877,-0.037116874,-0.7630549,-0.05189262,-1.2425005,0,0.99489796,0.99122804,1,1,1,0.9993075,1,0.9984157,1,1,1,1,1,0.9739524,0.002782229
1.8130392,-0.83539116,-0.13316298,1.048625,0.38511458,-1.0588703,0.29639798,-1.3096238,-1.6353391,2.3663363,1.0045877,-0.037116874,-0.7630549,-0.05189262,-1.2425005,0,0,0,0,0,0,0,0,0,0.000933992,0,0,1.3068991e-05,0,0,1
1.8130392,-0.83539116,-0.13316298,1.048625,0.38511458,-1.0588703,0.29639798,-1.3096238,-1.6353391,2.3663363,1.0045877,-0.037116874,-0.7630549,-0.05189262,-1.2425005,0,0.00247938,0.001569762,0.001328208,0.001694938,0.000731547,0.000741608,0.000407295,0.000521504,0.000165196,0.001023803,0.000882321,1.45211025e-05,0.00168232,0.000606864,0.16235158
1.8130392,-0.83539116,-0.13316298,1.048625,0.38511458,-1.0588703,0.29639798,-1.3096238,-1.6353391,2.3663363,1.0045877,-0.037116874,-0.7630549,-0.05189262,-1.2425005,0,0.041287787,0.0369628,0.037693955,0.03850037,0.019333046,0.025443062,0.019771522,0.020193418,0.001588421,0.06062142,0.01314262,0,0.001787633,0.009482226,0.008450489
1.8130392,-0.83539116,-0.13316298,1.048625,0.38511458,-1.0588703,0.29639798,-1.3096238,-1.6353391,2.3663363,1.0045877,-0.037116874,-0.7630549,-0.05189262,-1.2425005,0,0.016456073,0.021382168,0.024479501,0.021031177,0.029232115,0.03761821,0.012998028,0.024860548,0.001639251,0.019925768,0.02639411,0.001495673,0.001517597,0.017312225,0.010556993
1.8130392,-0.83539116,-0.13316298,1.048625,0.38511458,-1.0588703,0.29639798,-1.3096238,-1.6353391,2.3663363,1.0045877,-0.037116874,-0.7630549,-0.05189262,-1.2425005,0,0.04160723,0.033789042,0.03766452,0.035360314,0.019184591,0.071810775,0.006261214,0.010911971,0.001620189,0.03128146,0.011762998,0.001344654,0.00191725,0.00623836,0.012581178
1.8130392,-0.83539116,-0.13316298,1.048625,0.38511458,-1.0588703,0.29639798,-1.3096238,-1.6353391,2.3663363,1.0045877,-0.037116874,-0.7630549,-0.05189262,-1.2425005,0,0.03239358,0.051242895,0.06308847,0.04959656,0.06889725,0.102636635,0.03547452,0.06460045,0.001219907,0.04954088,0.06773325,0.001344654,0.001628313,0.048685163,0.002079398
1.8130392,-0.83539116,-0.13316298,1.048625,0.38511458,-1.0588703,0.29639798,-1.3096238,-1.6353391,2.3663363,1.0045877,-0.037116874,-0.7630549,-0.05189262,-1.2425005,0,0.028947717,0.072981544,0.09717148,0.07056431,0.06414046,0.14035799,0.033791583,0.06366967,0.002103069,0.19538319,0.054737937,0.00134175,0.001628313,0.030083679,0.002250455